clade_name	DRR111028	DRR111037	DRR111061	DRR111030	DRR111013	DRR111004	DRR111036	DRR111060	DRR111042	DRR111024	DRR111006	DRR111012
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Sanguibacteroides	0.018421	0.023373	0.016954	0.023917	0.017463	0.019499	0.019618	0.020624	0.019327	0.019420	0.017748	0.016429
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia	0.016983	0.022780	0.015112	0.020771	0.017417	0.018522	0.017662	0.020273	0.018333	0.017531	0.016466	0.015498
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Sedimentibacteraceae|g__Sedimentibacter	0.025901	0.033838	0.025052	0.032669	0.026079	0.028936	0.024890	0.029035	0.030153	0.027751	0.025950	0.024728
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Sellimonas	0.018961	0.026782	0.018819	0.024496	0.019903	0.022610	0.019721	0.021822	0.022411	0.022240	0.019928	0.018598
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Senegalimassilia	0.012021	0.016593	0.011045	0.014154	0.012690	0.014146	0.011895	0.014049	0.013137	0.013447	0.011733	0.010851
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Shuttleworthia	0.016477	0.022092	0.015424	0.017954	0.017795	0.018266	0.015226	0.016952	0.017739	0.016678	0.014922	0.015357
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Slackia	0.014287	0.018869	0.013588	0.017899	0.014381	0.015794	0.015125	0.014934	0.015629	0.014210	0.013558	0.012608
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas	0.026628	0.033840	0.024628	0.030210	0.026935	0.028505	0.027125	0.026519	0.027809	0.025412	0.024230	0.023612
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas	0.021172	0.028569	0.020241	0.028152	0.021422	0.023597	0.022441	0.024008	0.024164	0.023041	0.022148	0.019674
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Stomatobaculum	0.010946	0.016394	0.010720	0.014817	0.011236	0.013150	0.011494	0.014392	0.012759	0.013280	0.011760	0.010225
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	0.100529	0.119731	0.093595	0.109871	0.099450	0.107731	0.095358	0.086113	0.106662	0.095711	0.089397	0.084428
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Subdoligranulum	0.132946	0.147678	0.132937	0.153437	0.128135	0.137076	0.142603	0.121670	0.136041	0.142846	0.128617	0.123059
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas	0.014927	0.022126	0.014874	0.018876	0.016412	0.018539	0.015857	0.019705	0.017367	0.017334	0.016963	0.014683
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrio	0.055641	0.061379	0.045653	0.055913	0.053319	0.060116	0.052178	0.044443	0.054787	0.050923	0.044461	0.041799
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	0.028134	0.037645	0.027857	0.037455	0.028928	0.032632	0.028860	0.033538	0.033486	0.030951	0.030483	0.027725
k__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Synergistes	0.018664	0.023049	0.016693	0.023276	0.018676	0.019848	0.018711	0.017889	0.020485	0.018107	0.016526	0.016399
k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadaceae|g__TM7x	0.012053	0.018100	0.011993	0.015624	0.013014	0.014461	0.012531	0.015799	0.014156	0.013686	0.013325	0.012202
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter	0.018991	0.027196	0.018737	0.023082	0.020085	0.023117	0.018924	0.022034	0.021518	0.021669	0.019028	0.017716
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Tuzzerella	0.020688	0.032229	0.022216	0.026108	0.023378	0.026919	0.021246	0.028264	0.025083	0.025724	0.024896	0.021220
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Tyzzerella	0.021578	0.028512	0.020182	0.026519	0.021446	0.024165	0.022842	0.022508	0.023529	0.022343	0.020886	0.018436
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1819	0.025940	0.036224	0.026515	0.034101	0.027468	0.030611	0.025304	0.033707	0.030831	0.027896	0.029035	0.026491
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UC5-1-2E3	0.019791	0.027027	0.018755	0.023270	0.020488	0.021892	0.020303	0.019582	0.021380	0.020212	0.018624	0.017481
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UCG-002	0.080229	0.088592	0.070332	0.090700	0.073519	0.076642	0.087417	0.064190	0.074873	0.063244	0.067322	0.064265
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UCG-003	0.024840	0.033840	0.023951	0.030679	0.026212	0.027456	0.024694	0.030624	0.027987	0.026254	0.025688	0.025365
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UCG-005	0.045793	0.049148	0.038537	0.049713	0.042097	0.043676	0.046243	0.034839	0.042223	0.034957	0.035265	0.034077
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UCG-007	0.017484	0.021754	0.015851	0.020837	0.017377	0.018258	0.017187	0.015802	0.018915	0.018109	0.015254	0.015430
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__UCG-009	0.020618	0.026927	0.019352	0.025523	0.020176	0.022521	0.021072	0.020721	0.021972	0.020533	0.019542	0.017450
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__UCG-010|g__UCG-010	0.028415	0.036480	0.026581	0.033609	0.028680	0.031140	0.028775	0.025585	0.031380	0.028343	0.025259	0.024580
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__V9D2013_group	0.026518	0.035166	0.025967	0.032359	0.027404	0.029906	0.027303	0.032926	0.029104	0.029457	0.027874	0.026304
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum	0.029219	0.039472	0.028898	0.034895	0.030717	0.035017	0.028718	0.033453	0.033869	0.032694	0.030301	0.027003
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Veillonella	0.022738	0.030139	0.020693	0.028942	0.022521	0.024832	0.023435	0.024838	0.024327	0.023783	0.021937	0.019620
k__Bacteria|p__Verrucomicrobiota|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallaceae	0.019198	0.025811	0.018895	0.023225	0.019677	0.022171	0.019048	0.022603	0.021213	0.023612	0.019460	0.018464
k__Bacteria|p__Verrucomicrobiota|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis	0.020120	0.028102	0.018482	0.023158	0.021294	0.023127	0.019804	0.021538	0.022341	0.020888	0.019036	0.018050
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella	0.028707	0.038350	0.029941	0.035012	0.029962	0.032286	0.027260	0.031775	0.034164	0.032595	0.030283	0.029869
k__Bacteria|p__Verrucomicrobiota|c__Lentisphaeria|o__Oligosphaerales|f__Oligosphaeraceae|g__Z20	0.021520	0.029979	0.021969	0.026447	0.023339	0.024759	0.022791	0.027860	0.024716	0.025942	0.023903	0.022762
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__[Clostridium]_methylpentosum_group|g__[Clostridium]_methylpentosum_group	0.010653	0.013493	0.009513	0.014278	0.010196	0.010764	0.010737	0.013039	0.011708	0.011176	0.010396	0.010250
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__[Eubacterium]_brachy_group	0.016954	0.027077	0.017238	0.020425	0.019176	0.022564	0.015355	0.021255	0.021222	0.018580	0.018701	0.016441
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__[Eubacterium]_coprostanoligenes_group|g__[Eubacterium]_coprostanoligenes_group	0.063042	0.063999	0.052301	0.069458	0.055717	0.057307	0.067493	0.050994	0.055119	0.049070	0.051283	0.048168
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Eubacterium]_eligens_group	0.061812	0.082075	0.060958	0.074093	0.065258	0.069807	0.061185	0.066429	0.072939	0.063613	0.061453	0.062966
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Eubacterium]_fissicatena_group	0.019286	0.023818	0.017194	0.024870	0.018035	0.020023	0.019265	0.018016	0.021590	0.019523	0.017507	0.016441
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Eubacterium]_hallii_group	0.027063	0.036394	0.027512	0.032311	0.028463	0.030073	0.027988	0.031064	0.029253	0.030226	0.027653	0.027458
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__[Eubacterium]_nodatum_group	0.017336	0.025944	0.017163	0.023239	0.018092	0.020862	0.018749	0.021050	0.019724	0.018753	0.019061	0.016408
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Eubacterium]_oxidoreducens_group	0.052827	0.064286	0.048889	0.067867	0.049850	0.056423	0.055512	0.056878	0.057708	0.053371	0.052079	0.046359
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Eubacterium]_ruminantium_group	0.025308	0.031723	0.023021	0.030453	0.024895	0.026854	0.025504	0.025112	0.026562	0.026122	0.023106	0.022213
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__[Eubacterium]_saphenum_group	0.043019	0.051770	0.040199	0.050255	0.043222	0.048384	0.044138	0.042100	0.045357	0.042805	0.040036	0.037774
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__[Eubacterium]_siraeum_group	0.014888	0.019669	0.014179	0.018695	0.015315	0.016633	0.015118	0.018079	0.016688	0.016625	0.015175	0.014486
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Eubacterium]_ventriosum_group	0.028071	0.036126	0.026820	0.033469	0.028388	0.030571	0.026866	0.031468	0.032025	0.029363	0.027635	0.027476
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Eubacterium]_xylanophilum_group	0.019463	0.027273	0.018861	0.021853	0.021534	0.023152	0.018707	0.025816	0.021418	0.022886	0.020413	0.019901
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Ruminococcus]_gauvreauii_group	0.018570	0.024801	0.017544	0.024280	0.018120	0.021085	0.019539	0.018916	0.021465	0.018701	0.018707	0.016138
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Ruminococcus]_gnavus_group	0.027567	0.038645	0.027105	0.034185	0.029028	0.032525	0.028614	0.032079	0.031877	0.030510	0.028502	0.026098
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Ruminococcus]_torques_group	0.041984	0.055976	0.043343	0.050650	0.045389	0.047412	0.043410	0.048448	0.046676	0.042639	0.044467	0.042210
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__uncultured	0.044587	0.055931	0.044087	0.050506	0.047562	0.048532	0.044903	0.043380	0.048558	0.043843	0.042607	0.043152
k__Bacteria|p__Verrucomicrobiota|c__Lentisphaeria|o__Victivallales|f__vadinBE97|g__vadinBE97	0.060707	0.074327	0.062700	0.061762	0.065395	0.065827	0.059496	0.066101	0.061974	0.063760	0.059169	0.061202
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_fermentans	0.017787	0.023124	0.016444	0.020442	0.018016	0.019660	0.018329	0.017900	0.018898	0.019302	0.016670	0.015771
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_sp.	0.018376	0.024407	0.018509	0.021442	0.019542	0.020764	0.018027	0.021207	0.020494	0.021117	0.018634	0.018567
k__Bacteria|p__Cyanobacteria|c__Vampirivibrionia|o__Gastranaerophilales|f__Gastranaerophilales|g__Gastranaerophilales|s__Acinetobacter_sp.	0.026777	0.035048	0.025060	0.033673	0.026324	0.029702	0.028446	0.029116	0.029851	0.028387	0.027440	0.023646
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_lingnae	0.019516	0.026009	0.019262	0.023126	0.020892	0.021616	0.019665	0.024861	0.021746	0.021870	0.020353	0.021076
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus|s__Agathobaculum_butyriciproducens	0.030393	0.039343	0.030034	0.035689	0.032157	0.032588	0.030631	0.036671	0.033307	0.033837	0.030980	0.032444
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	0.019264	0.028008	0.020534	0.023292	0.021494	0.023164	0.019464	0.022467	0.022300	0.021567	0.020960	0.019685
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	0.016838	0.023368	0.016475	0.022176	0.016958	0.019036	0.016880	0.023055	0.019116	0.020902	0.017910	0.017256
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_inops	0.018395	0.025227	0.017253	0.023529	0.018618	0.021164	0.018688	0.020624	0.021136	0.019051	0.018443	0.016759
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_obesi	0.018888	0.025652	0.017934	0.022949	0.020264	0.021065	0.018174	0.023643	0.021451	0.020987	0.019454	0.019749
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	0.014408	0.018915	0.014039	0.018507	0.014852	0.015827	0.014284	0.018390	0.016231	0.016363	0.015209	0.014867
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp.	0.016041	0.022900	0.015806	0.018646	0.017178	0.019130	0.015288	0.018425	0.018356	0.018118	0.016215	0.014866
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_timonensis	0.012833	0.018126	0.013069	0.015905	0.013498	0.015384	0.012758	0.014828	0.014382	0.014848	0.013274	0.011987
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens	0.014720	0.020260	0.013690	0.017767	0.014856	0.015614	0.015271	0.017785	0.015375	0.014804	0.014366	0.013748
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Anaerofustaceae|g__Anaerofustis|s__Anaerofustis_sp.	0.016452	0.021173	0.014430	0.022098	0.015740	0.017851	0.017725	0.017312	0.018101	0.018383	0.015871	0.014133
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Anaerofustaceae|g__Anaerofustis|s__Anaerofustis_stercorihominis	0.034613	0.043867	0.033748	0.044152	0.034675	0.037687	0.036065	0.040125	0.037924	0.036654	0.035804	0.033636
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Anaeroglobus|s__Anaeroglobus_geminatus	0.018640	0.024779	0.017681	0.023786	0.019068	0.020384	0.019953	0.021744	0.020393	0.018631	0.018703	0.017801
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae	0.017079	0.022325	0.017065	0.021815	0.017817	0.018971	0.018156	0.022396	0.019068	0.020445	0.018894	0.018260
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Tyzzerella|s__Anaerotignum_lactatifermentans	0.020700	0.026079	0.018584	0.026258	0.020013	0.021019	0.021819	0.021265	0.022260	0.019726	0.019266	0.018768
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__uncultured|s__Azospirillum_sp.	0.020836	0.027389	0.020208	0.025577	0.021062	0.022847	0.021321	0.022851	0.022911	0.022768	0.020685	0.020063
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroidaceae_bacterium	0.034189	0.042465	0.032176	0.037845	0.034725	0.036330	0.034485	0.036142	0.035544	0.036093	0.032551	0.032866
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	0.021153	0.027515	0.019111	0.025313	0.021489	0.023983	0.021396	0.020743	0.022822	0.021449	0.018994	0.017944
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caecigallinarum	0.022259	0.032280	0.024009	0.025520	0.024827	0.027356	0.021640	0.028028	0.025913	0.027694	0.023771	0.023330
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus	0.020196	0.025984	0.017535	0.025231	0.020047	0.022814	0.020232	0.022306	0.023134	0.022679	0.018568	0.018278
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola	0.090870	0.123183	0.105723	0.103130	0.101849	0.106982	0.093949	0.118051	0.106163	0.111963	0.111969	0.105950
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus	0.023707	0.033977	0.023757	0.031045	0.025069	0.027969	0.025036	0.031157	0.027350	0.027676	0.026570	0.023637
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	0.054365	0.064012	0.051580	0.067108	0.053388	0.054691	0.057243	0.072538	0.057364	0.058966	0.059046	0.057179
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	0.018428	0.027227	0.018466	0.025846	0.018896	0.022664	0.020592	0.022952	0.021120	0.020859	0.021447	0.016395
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis	0.022718	0.034777	0.024607	0.027244	0.025758	0.029224	0.022975	0.027648	0.027570	0.028172	0.025539	0.022843
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii	0.019204	0.024258	0.017616	0.022863	0.018467	0.020356	0.019294	0.019503	0.020288	0.020053	0.017628	0.016445
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0.024790	0.033585	0.024658	0.030024	0.026033	0.028630	0.024045	0.027896	0.028575	0.026111	0.025519	0.024180
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis	0.019652	0.027793	0.019629	0.024160	0.021097	0.022546	0.018385	0.023804	0.023454	0.021712	0.020288	0.020251
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_kribbi	0.015833	0.021094	0.014346	0.019278	0.016312	0.017519	0.015787	0.017407	0.017980	0.017345	0.014824	0.015108
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis	0.025276	0.035178	0.026691	0.027997	0.028214	0.027873	0.023357	0.035391	0.027312	0.028651	0.028105	0.028259
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii	0.014138	0.019407	0.013710	0.017718	0.014748	0.016503	0.015277	0.015551	0.015823	0.016508	0.014109	0.013114
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	0.020291	0.027673	0.020262	0.025382	0.021392	0.023076	0.020504	0.025812	0.022691	0.021483	0.021463	0.020245
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius	0.070857	0.107058	0.079537	0.074068	0.084959	0.091668	0.060211	0.087605	0.087040	0.082014	0.078738	0.077478
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_rodentium	0.021962	0.031587	0.023433	0.027018	0.023763	0.027009	0.021739	0.025397	0.026960	0.025448	0.024265	0.022150
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae	0.013773	0.019515	0.012844	0.017681	0.013984	0.015228	0.014617	0.016396	0.015263	0.014147	0.013943	0.012825
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Bacteroides_sp.	0.017704	0.022434	0.016347	0.020985	0.017186	0.018948	0.018116	0.016608	0.018902	0.018268	0.015587	0.015030
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	0.058331	0.067999	0.059088	0.067857	0.058627	0.060176	0.055220	0.070012	0.062533	0.065897	0.061890	0.060090
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	0.032099	0.050330	0.036423	0.040875	0.038423	0.040930	0.031584	0.045819	0.042312	0.039191	0.039980	0.038038
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	0.085808	0.130177	0.101312	0.105412	0.099548	0.113450	0.082108	0.121686	0.113256	0.107080	0.109158	0.098718
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	0.016801	0.021635	0.016718	0.020199	0.017258	0.018259	0.016812	0.017728	0.018262	0.017885	0.016409	0.016458
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0.019074	0.023718	0.017563	0.025457	0.018387	0.020294	0.020659	0.021861	0.020602	0.020422	0.018781	0.017618
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve	0.013667	0.017245	0.012210	0.017553	0.013145	0.014243	0.014211	0.014021	0.014696	0.014306	0.012373	0.011927
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium	0.023499	0.031114	0.022619	0.026590	0.024573	0.025808	0.023986	0.027140	0.024820	0.026316	0.023878	0.022639
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	0.052086	0.052701	0.045358	0.055596	0.047754	0.046584	0.051886	0.041020	0.047938	0.040614	0.039794	0.042605
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pullorum	0.020534	0.028752	0.019025	0.024173	0.021583	0.023110	0.019778	0.023205	0.022886	0.020515	0.020790	0.019158
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_scardovii	0.016626	0.026873	0.018539	0.020905	0.019968	0.021827	0.017000	0.025521	0.020963	0.020738	0.020869	0.019263
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica	0.018907	0.026219	0.017530	0.024392	0.018912	0.021405	0.019929	0.021790	0.021094	0.019745	0.019374	0.016955
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp.	0.022090	0.027004	0.019966	0.027593	0.021505	0.022659	0.022140	0.020914	0.023928	0.021473	0.019625	0.019871
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Burkholderiales_bacterium	0.019063	0.025197	0.018079	0.022056	0.020114	0.021959	0.017925	0.019438	0.021885	0.021746	0.017749	0.018028
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus|s__Butyricicoccus_pullicaecorum	0.017009	0.024712	0.017532	0.020624	0.019180	0.020954	0.017000	0.020803	0.020444	0.021510	0.018537	0.018009
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus|s__Butyricicoccus_sp.	0.016694	0.025086	0.016797	0.021788	0.017693	0.021240	0.017738	0.021450	0.019530	0.019712	0.018739	0.015511
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Butyricimonas|s__Butyricimonas_sp.	0.061497	0.072820	0.057136	0.067883	0.062786	0.065624	0.060232	0.060482	0.063594	0.061102	0.055882	0.056055
