# Feature / Sample	Validation|UMCGIBD00126	Validation|UMCGIBD00371	Validation|UMCGIBD00485	Validation|UMCGIBD00238	Validation|UMCGIBD00269	Validation|UMCGIBD00053	Validation|UMCGIBD00613	Validation|UMCGIBD00347	Validation|UMCGIBD00208	Validation|UMCGIBD00027	Validation|UMCGIBD00072	Validation|LLDeep_0010	Validation|LLDeep_0027
Megasphaera_micronuciformis	0.001349	0.00127	0.001268	0.001285	0.00135	0.001315	0.001272	0.001301	0.001498	0.001301	0.001319	0.001249	0.001292
Megasphaera_unclassified	0.003879	0.003846	0.004841	0.004082	0.003866	0.003888	0.003972	0.003864	0.005704	0.003869	0.003865	0.003989	0.003836
Veillonella_atypica	0.007053	0.006834	0.006221	0.006558	0.007062	0.006948	0.006474	0.006746	0.006409	0.007003	0.006894	0.006292	0.006868
Veillonella_dispar	0.005777	0.005678	0.005535	0.005636	0.005779	0.005804	0.00565	0.005666	0.005759	0.005767	0.005651	0.005454	0.005659
Veillonella_parvula	0.000656	0.000679	0.001263	0.000783	0.000655	0.000664	0.000757	0.000689	0.001652	0.00068	0.000671	0.000791	0.000674
Veillonella_unclassified	0.002054	0.001972	0.001973	0.001967	0.002075	0.002043	0.001953	0.001982	0.002263	0.002023	0.002021	0.001933	0.002025
Fusobacterium_nucleatum	0.003407	0.003374	0.004336	0.003557	0.003371	0.00339	0.003548	0.003396	0.004936	0.003326	0.003363	0.003383	0.003302
Burkholderiales_bacterium_1_1_47	0.003019	0.002987	0.003262	0.002967	0.003021	0.003055	0.002965	0.002996	0.003687	0.002993	0.003003	0.002935	0.002984
Parasutterella_excrementihominis	0.007328	0.006944	0.006371	0.006987	0.007337	0.007167	0.00692	0.007076	0.006772	0.007183	0.007239	0.006916	0.007111
Sutterella_wadsworthensis	0.000713	0.00067	0.000583	0.000648	0.000705	0.000684	0.00063	0.000684	0.000698	0.000673	0.000698	0.000615	0.000668
Bilophila_unclassified	0.000716	0.00068	0.000644	0.000662	0.000718	0.000705	0.000667	0.000688	0.000738	0.000699	0.000707	0.000649	0.000695
Bilophila_wadsworthia	0.014246	0.013253	0.008416	0.011966	0.014359	0.013667	0.012578	0.013784	0.009015	0.013459	0.013948	0.012198	0.013549
Desulfovibrio_piger	0.002862	0.00281	0.003087	0.002892	0.002844	0.002835	0.002812	0.002872	0.003682	0.002818	0.002865	0.002985	0.002847
Citrobacter_unclassified	0.002668	0.002513	0.002066	0.002275	0.002675	0.002573	0.002423	0.002576	0.002555	0.002484	0.0026	0.002315	0.002522
Enterobacter_cloacae	0.00123	0.001162	0.001044	0.001103	0.001232	0.001193	0.001137	0.001179	0.001186	0.001186	0.001204	0.001108	0.001185
Escherichia_coli	0.003072	0.003196	0.004848	0.003541	0.003076	0.00315	0.00342	0.003138	0.006181	0.003222	0.003107	0.003518	0.003175
Escherichia_unclassified	0.000531	0.000524	0.000709	0.000572	0.000535	0.000542	0.000557	0.000522	0.000892	0.000545	0.000525	0.000563	0.000537
Klebsiella_oxytoca	0.003208	0.003061	0.00295	0.003058	0.00322	0.003173	0.003052	0.003092	0.003361	0.003153	0.003148	0.002909	0.003102
Klebsiella_pneumoniae	0.001371	0.00126	0.001026	0.001176	0.001366	0.001341	0.001157	0.001305	0.001086	0.001309	0.001332	0.001154	0.001311
Klebsiella_unclassified	0.006816	0.006603	0.006031	0.006641	0.006831	0.006622	0.006668	0.006608	0.007072	0.006692	0.006747	0.006576	0.006704
Proteus_mirabilis	0.008654	0.008307	0.007303	0.007792	0.00865	0.008572	0.007918	0.008265	0.008255	0.008414	0.00843	0.007975	0.008488
Haemophilus_parainfluenzae	0.002059	0.00196	0.001776	0.001849	0.002063	0.001995	0.001915	0.001968	0.001957	0.001974	0.00201	0.001803	0.001977
Akkermansia_muciniphila	0.017012	0.018791	0.055679	0.025027	0.01686	0.017692	0.02345	0.01866	0.07789	0.018453	0.017619	0.025194	0.0181
Methanobrevibacter_unclassified	0.001207	0.001121	0.000806	0.001037	0.001217	0.001178	0.001048	0.001133	0.000878	0.001151	0.001168	0.000982	0.001151
Collinsella_stercoris	0.000421	0.000413	0.000509	0.000426	0.000421	0.000422	0.000418	0.000413	0.000652	0.000418	0.000418	0.000422	0.000418
Bacteroides_clarus	0.00109	0.001031	0.000873	0.000968	0.001095	0.001084	0.000984	0.001016	0.000935	0.001058	0.001056	0.000922	0.00105
Bacteroides_plebeius	0.000852	0.00079	0.000537	0.000726	0.00085	0.000821	0.000747	0.000801	0.000614	0.000798	0.000818	0.000694	0.000796
Lactobacillus_delbrueckii	0.002774	0.002498	0.001429	0.002121	0.002774	0.00265	0.002235	0.002546	0.001429	0.002562	0.002659	0.002047	0.002553
Lactobacillus_sakei	0.000367	0.000336	0.000272	0.000317	0.000363	0.000346	0.000323	0.000347	0.000332	0.000339	0.000355	0.000307	0.000336
